"age","workclass","fnlwgt","education","education_num","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","income"
20,"Private",133061,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States","<=50K"
31,"Private",173350,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,30,"United-States","<=50K"
25,"Private",198632,"Some-college",10,"Married-spouse-absent","Sales","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
54,"Private",306985,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
43,"Self-emp-not-inc",35236,"HS-grad",9,"Married-spouse-absent","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
47,"Private",160187,"HS-grad",9,"Separated","Prof-specialty","Other-relative","Black","Female",14084,0,38,"United-States",">50K"
44,"Private",165492,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
47,"Private",99911,"12th",8,"Married-spouse-absent","Exec-managerial","Not-in-family","White","Female",0,0,55,"United-States","<=50K"
22,"Private",194829,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
21,"Private",184543,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
21,"Private",177526,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States","<=50K"
50,"Private",176157,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
22,"Private",228306,"Some-college",10,"Married-AF-spouse","Other-service","Wife","White","Female",0,0,40,"United-States",">50K"
35,"Local-gov",145308,"Some-college",10,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
35,"Private",134367,"Assoc-acdm",12,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
42,"Private",42907,"HS-grad",9,"Divorced","Machine-op-inspct","Unmarried","White","Male",0,0,48,"United-States","<=50K"
37,"Private",212437,"Some-college",10,"Widowed","Machine-op-inspct","Unmarried","Black","Female",0,0,48,"United-States","<=50K"
21,"Private",163870,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,30,"United-States","<=50K"
66,"Private",216856,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","<=50K"
38,"Private",75826,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States","<=50K"
24,"Private",404416,"Some-college",10,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
20,"Private",163665,"Some-college",10,"Never-married","Transport-moving","Own-child","White","Female",0,0,17,"United-States","<=50K"
35,"Private",379959,"HS-grad",9,"Divorced","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
45,"Private",201865,"Bachelors",13,"Married-spouse-absent","Exec-managerial","Unmarried","White","Male",0,0,40,"United-States","<=50K"
39,"Self-emp-not-inc",148443,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States","<=50K"
22,"Private",217961,"Some-college",10,"Never-married","Transport-moving","Own-child","White","Male",0,1719,30,"United-States","<=50K"
48,"Private",199763,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,8,"United-States","<=50K"
47,"Private",192053,"HS-grad",9,"Divorced","Transport-moving","Not-in-family","White","Male",0,1590,40,"United-States","<=50K"
55,"Self-emp-not-inc",141807,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
17,"Private",143331,"10th",6,"Never-married","Sales","Own-child","White","Male",0,0,15,"United-States","<=50K"
28,"Private",259840,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",">50K"
24,"Private",122166,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"Iran","<=50K"
27,"Federal-gov",148153,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","Asian-Pac-Islander","Male",0,0,40,"United-States","<=50K"
62,"Private",195343,"Doctorate",16,"Divorced","Prof-specialty","Unmarried","White","Male",15020,0,50,"United-States",">50K"
42,"Self-emp-not-inc",115323,"Doctorate",16,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,7,"?","<=50K"
51,"Private",74660,"10th",6,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
26,"Private",746432,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","Black","Male",0,0,48,"United-States","<=50K"
38,"Private",106838,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
56,"Self-emp-not-inc",196307,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,20,"United-States","<=50K"
29,"Private",391867,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
31,"Private",50178,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
27,"Private",221436,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"Cuba",">50K"
52,"Private",256916,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
19,"Private",151506,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,30,"United-States","<=50K"
47,"State-gov",205712,"Some-college",10,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,38,"United-States","<=50K"
46,"Private",169699,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
39,"Private",172538,"HS-grad",9,"Never-married","Machine-op-inspct","Unmarried","White","Male",0,0,40,"United-States","<=50K"
26,"Local-gov",208122,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Male",1055,0,40,"United-States","<=50K"
31,"Private",507875,"9th",5,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,43,"United-States","<=50K"
62,"Private",226733,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",">50K"
50,"Private",123174,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","Black","Male",0,0,37,"?",">50K"
55,"Private",255364,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
54,"Private",146834,"10th",6,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,60,"United-States","<=50K"
31,"Private",39054,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,20,"United-States","<=50K"
54,"Private",225307,"11th",7,"Divorced","Craft-repair","Own-child","White","Female",0,0,50,"United-States",">50K"
38,"Private",60135,"HS-grad",9,"Never-married","Transport-moving","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
25,"State-gov",108542,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States","<=50K"
45,"Private",166107,"Masters",14,"Never-married","Adm-clerical","Not-in-family","Asian-Pac-Islander","Female",0,0,40,"Philippines","<=50K"
19,"Private",383637,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,20,"United-States","<=50K"
29,"Self-emp-not-inc",229341,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,50,"United-States",">50K"
23,"Private",227594,"12th",8,"Never-married","Machine-op-inspct","Own-child","White","Female",0,0,40,"United-States","<=50K"
28,"Private",183802,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,55,"United-States","<=50K"
46,"Private",358585,"Some-college",10,"Divorced","Craft-repair","Unmarried","White","Male",0,0,40,"United-States",">50K"
18,"Private",162840,"12th",8,"Never-married","Sales","Own-child","White","Female",0,0,20,"United-States","<=50K"
44,"Private",275094,"1st-4th",2,"Never-married","Other-service","Own-child","White","Male",0,0,10,"United-States","<=50K"
28,"Private",271572,"9th",5,"Never-married","Other-service","Other-relative","White","Male",0,0,52,"United-States","<=50K"
53,"State-gov",58913,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,42,"United-States",">50K"
22,"Private",50058,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
51,"Federal-gov",97934,"Bachelors",13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",5178,0,40,"United-States",">50K"
21,"Private",203894,"Assoc-voc",11,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
21,"Private",176486,"HS-grad",9,"Married-spouse-absent","Exec-managerial","Other-relative","White","Female",0,0,60,"United-States","<=50K"
21,"Private",117210,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States","<=50K"
29,"Private",118337,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,60,"United-States","<=50K"
21,"Private",260617,"10th",6,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,36,"United-States","<=50K"
26,"Local-gov",288781,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,42,"United-States","<=50K"
31,"Private",150324,"11th",7,"Divorced","Farming-fishing","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
32,"Private",226696,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,55,"United-States",">50K"
48,"Private",115784,"9th",5,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,44,"United-States","<=50K"
67,"Self-emp-not-inc",431426,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,2,"United-States","<=50K"
29,"Private",159788,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,80,"United-States","<=50K"
54,"Private",234938,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",4064,0,55,"United-States","<=50K"
40,"Self-emp-inc",37869,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","<=50K"
40,"Local-gov",95639,"HS-grad",9,"Never-married","Craft-repair","Other-relative","Amer-Indian-Eskimo","Male",0,0,40,"United-States","<=50K"
37,"Local-gov",239161,"Some-college",10,"Separated","Protective-serv","Own-child","Other","Male",0,0,52,"United-States","<=50K"
61,"Private",168654,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"Canada","<=50K"
65,"?",200749,"HS-grad",9,"Married-civ-spouse","?","Husband","White","Male",0,0,25,"United-States","<=50K"
51,"Private",215404,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","Amer-Indian-Eskimo","Male",15024,0,40,"United-States",">50K"
19,"Private",361341,"12th",8,"Never-married","Prof-specialty","Not-in-family","Asian-Pac-Islander","Female",0,0,25,"Thailand","<=50K"
52,"Private",169785,"Some-college",10,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
25,"Private",108658,"HS-grad",9,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
32,"Private",207937,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
30,"Private",177675,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States",">50K"
30,"Private",112115,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,60,"Ireland",">50K"
52,"Private",84278,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,55,"?",">50K"
21,"Private",400635,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Female",0,0,20,"?","<=50K"
30,"Private",255279,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,20,"United-States","<=50K"
23,"Private",27776,"Assoc-voc",11,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
43,"Local-gov",196308,"HS-grad",9,"Divorced","Exec-managerial","Unmarried","Amer-Indian-Eskimo","Female",0,0,40,"United-States","<=50K"
35,"Private",82552,"HS-grad",9,"Never-married","Craft-repair","Unmarried","White","Male",0,0,35,"United-States","<=50K"
21,"?",41356,"Some-college",10,"Never-married","?","Own-child","White","Female",0,0,35,"United-States","<=50K"
30,"?",298577,"HS-grad",9,"Never-married","?","Own-child","White","Male",0,0,30,"United-States","<=50K"
35,"Private",174856,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",2885,0,40,"United-States","<=50K"
22,"Private",314525,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
72,"Private",195184,"HS-grad",9,"Widowed","Priv-house-serv","Unmarried","White","Female",0,0,12,"Cuba","<=50K"
61,"Private",146788,"7th-8th",4,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
36,"Private",252231,"Preschool",1,"Never-married","Machine-op-inspct","Not-in-family","Black","Male",0,0,40,"Puerto-Rico","<=50K"
21,"Private",317175,"HS-grad",9,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
30,"Self-emp-not-inc",189265,"Assoc-acdm",12,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
24,"Private",179627,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
34,"Local-gov",43959,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,50,"United-States","<=50K"
24,"Federal-gov",306515,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
42,"Self-emp-inc",168071,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,43,"United-States",">50K"
26,"Private",190762,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,18,"United-States","<=50K"
41,"Private",287037,"Some-college",10,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
55,"Private",28735,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","Amer-Indian-Eskimo","Female",0,0,45,"United-States","<=50K"
43,"Private",117915,"Masters",14,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
22,"Private",200109,"HS-grad",9,"Married-civ-spouse","Priv-house-serv","Wife","White","Female",4508,0,40,"United-States","<=50K"
22,"Private",203894,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,15,"United-States","<=50K"
41,"Self-emp-not-inc",89942,"HS-grad",9,"Divorced","Sales","Not-in-family","White","Male",3674,0,45,"United-States","<=50K"
52,"Local-gov",30118,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",3137,0,42,"United-States","<=50K"
21,"Private",265434,"Some-college",10,"Never-married","Prof-specialty","Own-child","White","Female",0,0,30,"United-States","<=50K"
18,"Private",189487,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,35,"United-States","<=50K"
27,"State-gov",208406,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
52,"Private",202956,"7th-8th",4,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
30,"Local-gov",27051,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States","<=50K"
32,"Local-gov",198211,"Assoc-voc",11,"Married-spouse-absent","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
45,"Private",102096,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"?",">50K"
41,"Private",49797,"Some-college",10,"Separated","Exec-managerial","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
27,"Private",29807,"HS-grad",9,"Separated","Handlers-cleaners","Unmarried","White","Female",0,0,40,"Japan","<=50K"
47,"Private",112791,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States","<=50K"
